FID IID BirthYear MumID
1 3022 1994 2341
1 3025 1994 2362
1 3026 1994 2165
1 3028 1994 2361
1 3029 1994 2409
1 3030 1994 2172
1 3034 1994 2169
1 3035 1994 905
1 3036 1994 2572
1 3038 1994 2163
1 3039 1994 2637
1 3041 1994 2369
1 3042 1994 2177
1 3044 1994 2356
1 3045 1994 1757
1 3134 1994 1242
1 3101 1994 1891
1 3102 1994 2804
1 3105 1994 1887
1 3106 1994 1885
1 3107 1994 1885
1 3108 1994 1660
1 3111 1994 1784
1 3113 1994 1834
1 3117 1994 2658
1 3122 1994 2617
1 3123 1994 1876
1 3124 1994 2374
1 3097 1994 2534
1 3129 1994 2571
1 3127 1994 2292
1 3199 1995 2364
1 3202 1995 2323
1 3203 1995 2379
1 3214 1995 2479
1 3215 1995 2363
1 3220 1995 2066
1 3208 1995 2245
1 3222 1995 2807
1 3224 1995 2829
1 3225 1995 2172
1 3221 1995 2167
1 3198 1995 2339
1 3230 1995 1741
1 3231 1995 2460
1 3232 1995 2908
1 3238 1995 2361
1 3239 1995 2617
1 3240 1995 2409
1 3241 1995 2262
1 3242 1995 2262
1 3243 1995 2607
1 3245 1995 2177
1 3248 1995 2375
1 3226 1995 2178
1 3229 1995 2218
1 3269 1995 2421
1 3270 1995 1876
1 3272 1995 1649
1 3275 1995 2071
1 3276 1995 2073
1 3277 1995 2073
1 3278 1995 2707
1 3280 1995 2377
1 3282 1995 2699
1 3283 1995 2641
1 3284 1995 2417
1 3286 1995 2658
1 3287 1995 2698
1 3288 1995 2695
1 3289 1995 2830
1 3291 1995 2637
1 3292 1995 2376
1 3293 1995 2447
1 3294 1995 1757
1 3296 1995 2064
1 3297 1995 2686
1 3298 1995 2545
1 3262 1995 2644
1 3265 1995 2365
1 3266 1995 2365
1 3249 1995 2572
1 3250 1995 2163
1 3251 1995 2706
1 3252 1995 2572
1 3253 1995 1664
1 3255 1995 2353
1 3256 1995 2536
1 3258 1995 2369
1 3259 1995 30
1 3260 1995 2075
1 3268 1995 2421
1 3267 1995 2631
1 3399 1996 2341
1 3400 1996 2341
1 3398 1996 2170
1 3434 1996 2903
1 3438 1996 2376
1 3439 1996 3111
1 3441 1996 3088
1 3445 1996 3237
1 3448 1996 3259
1 3455 1996 2409
1 3458 1996 2178
1 3459 1996 2178
1 3460 1996 2163
1 3461 1996 2163
1 3462 1996 2572
1 3464 1996 2688
1 3465 1996 3241
1 3466 1996 2842
1 3467 1996 2842
1 3468 1996 2963
1 3469 1996 2368
1 3470 1996 2612
1 3471 1996 2834
1 3472 1996 2707
1 3473 1996 2931
1 3474 1996 3260
1 3475 1996 2536
1 3401 1996 2176
1 3403 1996 2853
1 3409 1996 2623
1 3410 1996 2623
1 3411 1996 2443
1 3418 1996 1664
1 3419 1996 2260
1 3420 1996 3009
1 3423 1996 2375
1 3424 1996 2363
1 3425 1996 2807
1 3426 1996 2245
1 3428 1996 2800
1 3429 1996 2861
1 3430 1996 2697
1 3496 1996 2523
1 3498 1996 2799
1 3499 1996 2073
1 3500 1996 2073
1 3501 1996 2069
1 3502 1996 2421
1 3503 1996 2421
1 3504 1996 2843
1 3506 1996 3299
1 3507 1996 1255
1 3509 1996 2379
1 3511 1996 3226
1 3514 1996 2641
1 3515 1996 2641
1 3517 1996 2695
1 3518 1996 3280
1 3519 1996 3298
1 3522 1996 2214
1 3523 1996 3209
1 3525 1996 2571
1 3527 1996 2698
1 3529 1996 3293
1 3532 1996 2353
1 3533 1996 2076
1 3535 1996 2365
1 3536 1996 3291
1 3540 1996 2617
1 3541 1996 2617
1 3543 1996 2373
1 3544 1996 2373
1 3545 1996 2611
1 3547 1996 3324
1 3548 1996 2676
1 3491 1996 2377
1 3492 1996 2658
1 3493 1996 2658
1 3494 1996 3123
1 3477 1996 2631
1 3478 1996 2830
1 3480 1996 2064
1 3481 1996 3250
1 3482 1996 2637
1 3486 1996 2172
1 3487 1996 3201
1 3490 1996 1891
1 3476 1996 2169
1 3671 1997 3199
1 3674 1997 2697
1 3675 1997 2697
1 3647 1997 3123
1 3654 1997 2640
1 3661 1997 3121
1 3662 1997 3236
1 3664 1997 3222
1 3666 1997 1741
1 3667 1997 1741
1 3669 1997 2323
1 3670 1997 2323
1 3700 1997 2572
1 3701 1997 2607
1 3704 1997 2829
1 3681 1997 2611
1 3683 1997 2623
1 3684 1997 2834
1 3685 1997 2460
1 3686 1997 2409
1 3687 1997 2409
1 3690 1997 3263
1 3692 1997 2631
1 3693 1997 2612
1 3695 1997 3129
1 3635 1997 2245
1 3637 1997 2064
1 3641 1997 2443
1 3642 1997 2379
1 3645 1997 2365
1 3736 1997 3076
1 3737 1997 2695
1 3738 1997 2377
1 3739 1997 2908
1 3740 1997 2908
1 3741 1997 2658
1 3742 1997 2658
1 3743 1997 2536
1 3744 1997 2617
1 3745 1997 2617
1 3746 1997 2353
1 3747 1997 2873
1 3749 1997 2177
1 3750 1997 3009
1 3756 1997 2214
1 3757 1997 2686
1 3758 1997 2799
1 3760 1997 2860
1 3762 1997 2292
1 3765 1997 2073
1 3767 1997 1666
1 3768 1997 2374
1 3769 1997 2698
1 3770 1997 2076
1 3772 1997 2787
1 3710 1997 3250
1 3711 1997 3282
1 3712 1997 2169
1 3713 1997 2366
1 3714 1997 2366
1 3717 1997 2853
1 3718 1997 2842
1 3720 1997 3260
1 3721 1997 2167
1 3724 1997 2841
1 3726 1997 2178
1 3727 1997 2178
1 3728 1997 2223
1 3729 1997 2941
1 3733 1997 2898
1 3811 1997 3203
1 3812 1997 54
1 3813 1997 54
1 3814 1997 2963
1 3816 1997 3111
1 3818 1997 2942
1 3789 1997 2707
1 3793 1997 2676
1 3794 1997 1880
1 3800 1997 2641
1 3801 1997 2641
1 3773 1997 1891
1 3774 1997 2899
1 3778 1997 3533
1 3779 1997 2358
1 3780 1997 2358
1 3786 1997 3027
1 3787 1997 2673
1 3788 1997 2341
1 3809 1997 3255
1 3810 1997 2342
1 3878 1998 2861
1 3881 1998 2176
1 3887 1998 3123
1 3880 1998 2066
1 3892 1998 3552
1 3893 1998 2617
1 3894 1998 2421
1 3895 1998 2421
1 3896 1998 2163
1 3898 1998 3276
1 3901 1998 3222
1 3902 1998 3577
1 3903 1998 2572
1 3907 1998 2847
1 3908 1998 2178
1 3889 1998 3260
1 3891 1998 2623
1 3928 1998 3236
1 3929 1998 75
1 3931 1998 2369
1 3932 1998 2834
1 3933 1998 2834
