FID IID BirthYear MumID
1 3949 1998 3291
1 5731 2004 3291
1 3519 1996 3298
1 4189 1999 3414
1 4456 2000 3414
1 6164 2005 3420
1 5146 2002 3420
1 4215 1999 3420
1 4016 1998 3420
1 4359 2000 3428
1 3977 1998 3428
1 5071 2002 3428
1 4033 1998 3431
1 4404 2000 3431
1 3890 1998 3440
1 4155 1999 3440
1 4338 2000 3440
1 5122 2002 3443
1 3986 1998 3443
1 4231 1999 3443
1 5507 2003 3443
1 5846 2004 3443
1 5847 2004 3443
1 4429 2000 3443
1 5105 2002 3445
1 5797 2004 3445
1 4197 1999 3445
1 4378 2000 3445
1 3923 1998 3445
1 4375 2000 3469
1 4183 1999 3469
1 4418 2000 3471
1 4417 2000 3471
1 4179 1999 3471
1 4437 2000 3473
1 4255 1999 3473
1 4354 2000 3478
1 3920 1998 3478
1 5748 2004 3488
1 4001 1998 3490
1 5137 2002 3490
1 4462 2000 3490
1 3778 1997 3533
1 6392 2006 3533
1 4357 2000 3533
1 4068 1998 3533
1 5067 2002 3533
1 4165 1999 3533
1 6391 2006 3533
1 5902 2004 3533
1 4071 1998 3538
1 4230 1999 3538
1 5153 2002 3538
1 4070 1998 3548
1 4161 1999 3552
1 3892 1998 3552
1 4349 2000 3552
1 4350 2000 3552
1 5075 2002 3552
1 4420 2000 3636
1 5089 2002 3636
1 5880 2004 3636
1 5115 2002 3641
1 4426 2000 3641
1 6327 2006 3641
1 5728 2004 3641
1 5420 2003 3641
1 5108 2002 3651
1 4416 2000 3651
1 6162 2005 3651
1 6827 2008 3659
1 4353 2000 3659
1 6360 2006 3659
1 5063 2002 3659
1 6361 2006 3659
1 5426 2003 3659
1 6091 2005 3659
1 5427 2003 3659
1 6851 2008 3662
1 4430 2000 3662
1 4182 1999 3681
1 6336 2006 3681
1 6087 2005 3681
1 6337 2006 3681
1 5059 2002 3681
1 5112 2002 3692
1 5929 2004 3692
1 6704 2007 3692
1 6156 2005 3692
1 5551 2003 3704
1 4243 1999 3704
1 5113 2002 3704
1 4436 2000 3704
1 5891 2004 3704
1 6095 2005 3725
1 5081 2002 3725
1 5742 2004 3725
1 4387 2000 3725
1 4432 2000 3734
1 5147 2002 3734
1 5472 2003 3738
1 5811 2004 3738
1 4258 1999 3738
1 4065 1998 3748
1 4449 2000 3748
1 5133 2002 3748
1 5888 2004 3748
1 5887 2004 3748
1 4067 1998 3753
1 5085 2002 3759
1 4248 1999 3759
1 4379 2000 3759
1 5802 2004 3759
1 4435 2000 3762
1 5127 2002 3762
1 4460 2000 3796
1 6365 2006 3796
1 6108 2005 3796
1 5070 2002 3796
1 6952 2008 3796
1 5439 2003 3881
1 5066 2002 3881
1 5769 2004 3881
1 4408 2000 3885
1 5726 2004 3885
1 5727 2004 3885
1 5495 2003 3885
1 5078 2002 3945
1 5810 2004 3945
1 6118 2005 3945
1 4382 2000 3954
1 4366 2000 3968
1 7236 2009 4004
1 5794 2004 4004
1 6134 2005 4004
1 7237 2009 4004
1 5100 2002 4004
1 6707 2007 4004
1 4372 2000 4004
1 5795 2004 4004
1 6119 2005 4008
1 5091 2002 4008
1 6434 2006 4008
1 4371 2000 4008
1 5120 2002 4051
1 4381 2000 4051
1 5471 2003 4051
1 6173 2005 4051
1 5844 2004 4051
1 5144 2002 4155
1 6136 2005 4161
1 5823 2004 4161
1 6384 2006 4161
1 5755 2004 4162
1 5422 2003 4166
1 4439 2000 4166
1 5745 2004 4166
1 5135 2002 4169
1 5478 2003 4169
1 4472 2000 4170
1 5421 2003 4184
1 5114 2002 4184
1 5741 2004 4184
1 6089 2005 4190
1 5762 2004 4190
1 5156 2002 4190
1 6383 2006 4190
1 6489 2006 4193
1 5523 2003 4193
1 5106 2002 4193
1 5806 2004 4195
1 5807 2004 4195
1 6170 2005 4217
1 6442 2006 4217
1 4386 2000 4217
1 5094 2002 4219
1 5128 2002 4223
1 6139 2005 4226
1 6112 2005 4238
1 5875 2004 4238
1 6420 2006 4238
1 6705 2007 4238
1 7240 2009 4238
1 5804 2004 4241
1 5124 2002 4241
1 6636 2007 4241
1 6907 2008 4241
1 5805 2004 4242
1 5090 2002 4242
1 5837 2004 4245
1 5129 2002 4255
1 5921 2004 4258
1 6333 2006 4258
1 6401 2006 4259
1 5754 2004 4259
1 5468 2003 4259
1 6096 2005 4259
1 6390 2006 4335
1 5125 2002 4335
1 6620 2007 4335
1 6990 2008 4335
1 6145 2005 4335
1 5758 2004 4335
1 5772 2004 4346
1 6202 2005 4346
1 6864 2008 4359
1 5884 2004 4359
1 8268 2011 4359
1 5486 2003 4359
1 7207 2009 4359
1 6622 2007 4359
1 7479 2010 4359
1 7442 2010 4361
1 5798 2004 4361
1 8231 2011 4361
1 5131 2002 4361
1 6613 2007 4361
1 7114 2009 4361
1 6143 2005 4361
1 6614 2007 4361
1 6144 2005 4361
1 6505 2006 4361
1 7443 2010 4361
1 6149 2005 4377
1 5903 2004 4378
1 5759 2004 4385
1 5157 2002 4386
1 6189 2005 4386
1 5817 2004 4395
1 8394 2011 4395
1 6890 2008 4395
1 6405 2006 4395
1 7152 2009 4395
1 6891 2008 4395
1 6404 2006 4395
1 5766 2004 4396
1 5764 2004 4396
1 7210 2009 4399
1 6861 2008 4399
1 6609 2007 4399
1 6862 2008 4399
1 6099 2005 4404
1 6332 2006 4404
1 6829 2008 4404
1 5852 2004 4404
1 7111 2009 4404
1 6563 2007 4404
1 6930 2008 4407
1 5442 2003 4407
1 5107 2002 4407
1 6109 2005 4410
1 5482 2003 4410
1 6652 2007 4410
1 6410 2006 4410
1 5801 2004 4420
1 6398 2006 4420
1 6912 2008 4420
1 6126 2005 4420
1 7307 2009 4420
1 5818 2004 4432
1 6102 2005 4432
1 6661 2007 4432
1 6453 2006 4454
1 6191 2005 4454
1 6630 2007 4454
1 7308 2009 4456
1 6847 2008 4456
1 5799 2004 4456
1 6708 2007 4456
1 6389 2006 4456
1 6846 2008 4456
1 5886 2004 4460
